363522.00,363521.54,-0.04,-0.01,0.01,0.00
363523.00,363522.54,-0.01,-0.00,-0.04,0.00
363524.00,363523.54,0.03,0.00,0.04,0.00
363525.00,363524.54,-0.05,-0.01,-0.01,0.00
363526.00,363525.54,-0.11,-0.05,-0.01,0.00
363527.00,363526.54,-0.09,-0.21,0.20,0.00
363528.00,363527.54,-0.41,-0.25,-0.04,0.00
363529.00,363528.55,-0.59,0.04,-0.39,0.00
363530.00,363529.54,0.19,-0.18,0.35,0.00
363531.00,363530.54,-0.37,0.02,-0.34,0.00
363532.00,363531.54,-1.35,0.52,-2.08,0.00
363533.00,363532.54,0.11,0.23,-0.59,0.00
363534.00,363533.54,0.07,-0.46,0.62,0.00
363535.00,363534.54,0.12,0.03,-0.10,0.00
363536.00,363535.54,-0.12,-0.25,0.03,0.00
363537.00,363536.54,0.08,-0.11,0.04,0.00
363538.00,363537.54,0.06,-0.14,0.03,0.00
363539.00,363538.54,0.05,-0.18,0.03,0.00
363540.00,363539.54,0.09,-0.13,0.02,0.00
363541.00,363540.54,-0.03,-0.14,-0.03,0.00
363542.00,363541.55,-0.03,-0.06,0.10,0.00
363543.00,363542.54,0.05,0.01,0.09,0.00
363544.00,363543.54,-0.11,0.11,0.24,0.00
363545.00,363544.54,-0.10,0.07,0.24,0.00
363546.00,363545.55,-0.22,-0.08,0.19,0.00
363547.00,363546.54,-0.06,0.01,0.14,0.00
363548.00,363547.54,-0.07,-0.05,0.01,0.00
363549.00,363548.55,0.04,0.07,0.06,0.00
363550.00,363549.54,-0.03,-0.06,0.10,0.00
363551.00,363550.54,0.04,-0.05,0.04,0.00
363552.00,363551.55,0.01,-0.03,0.03,0.00
363553.00,363552.54,-0.02,-0.03,0.04,0.00
363554.00,363553.54,-0.05,-0.06,0.02,0.00
363555.00,363554.54,-0.00,-0.04,0.03,0.00
363556.00,363555.54,-0.03,-0.07,0.09,0.00
363557.00,363556.54,-0.03,-0.03,0.02,0.00
363558.00,363557.54,-0.06,-0.04,0.05,0.00
363559.00,363558.54,0.02,-0.05,0.08,0.00
363560.00,363559.55,3.27,1.53,0.68,0.00
363561.00,363560.54,3.24,1.54,0.65,0.00
363562.00,363561.54,0.05,0.33,0.19,0.00
363563.00,363562.55,-2.09,-0.99,-0.20,0.00
363564.00,363563.54,-2.83,-1.48,-0.21,0.00
363565.00,363564.54,-3.10,-1.67,-0.15,0.00
363566.00,363565.55,-3.51,-1.93,-0.13,0.00
363567.00,363566.54,-3.10,-1.67,-0.03,0.00
363568.00,363567.55,-0.35,0.15,0.23,0.00
363569.00,363568.55,5.80,2.71,1.88,0.00
363570.00,363569.55,-0.03,0.21,0.09,0.00
363571.00,363570.55,0.41,0.46,0.06,0.00
363572.00,363571.55,0.30,0.34,0.12,0.00
363573.00,363572.55,0.04,0.36,-0.06,0.00
363574.00,363573.55,0.15,0.38,-0.06,0.00
363575.00,363574.55,0.43,0.19,0.03,0.00
363576.00,363575.54,0.44,0.20,0.02,0.00
363577.00,363576.55,0.31,0.15,-0.00,0.00
363578.00,363577.54,0.00,0.33,-0.04,0.00
363579.00,363578.55,-0.03,0.32,-0.08,0.00
363580.00,363579.55,-0.19,0.33,-0.09,0.00
363581.00,363580.55,-0.15,0.22,0.02,0.00
363582.00,363581.55,-0.20,0.16,-0.08,0.00
363583.00,363582.55,-0.17,0.14,-0.13,0.00
363584.00,363583.55,-0.15,0.06,-0.08,0.00
363585.00,363584.55,-0.07,0.07,-0.17,0.00
363586.00,363585.55,0.15,0.11,-0.07,0.00
363587.00,363586.54,-0.05,0.01,-0.08,0.00
363588.00,363587.55,-0.17,-0.13,-0.04,0.00
363589.00,363588.55,0.22,0.04,-0.04,0.00
363590.00,363589.55,0.10,-0.08,-0.01,0.00
363591.00,363590.55,0.05,-0.09,-0.03,0.00
363592.00,363591.55,0.01,-0.16,0.03,0.00
363593.00,363592.55,0.10,-0.02,-0.08,0.00
363594.00,363593.55,0.11,-0.01,-0.06,0.00
363595.00,363594.55,0.06,-0.00,-0.07,0.00
363596.00,363595.55,0.03,-0.05,-0.02,0.00
363597.00,363596.55,0.03,-0.06,0.00,0.00
363598.00,363597.55,0.03,0.06,-0.08,0.00
363599.00,363598.55,-0.56,-1.35,0.45,0.00
363600.00,363599.55,-0.44,-0.74,0.32,0.00
363601.00,363600.55,-0.49,-0.77,0.34,0.00
363602.00,363601.55,0.24,-0.03,-0.05,0.00
363603.00,363602.55,-0.19,-0.63,0.24,0.00
363604.00,363603.55,-0.25,-0.58,0.21,0.00
363605.00,363604.55,0.31,-0.44,0.16,0.00
363606.00,363605.55,-0.09,-0.51,0.18,0.00
363607.00,363606.55,-0.00,-0.39,0.06,0.00
363608.00,363607.55,0.07,-0.30,-0.06,0.00
363609.00,363608.55,0.18,-0.15,-0.22,0.00
363610.00,363609.55,0.16,-0.18,-0.21,0.00
363611.00,363610.55,0.22,-0.08,-0.25,0.00
363612.00,363611.55,0.23,0.04,-0.31,0.00
363613.00,363612.55,0.27,0.18,-0.35,0.00
363614.00,363613.55,0.24,0.16,-0.26,0.00
363615.00,363614.55,0.33,0.33,-0.33,0.00
363616.00,363615.55,0.12,-0.16,-0.19,0.00
363617.00,363616.55,0.10,0.12,-0.83,0.00
363618.00,363617.55,0.07,0.16,-0.90,0.00
363619.00,363618.55,0.03,0.01,-0.27,0.00
363620.00,363619.55,0.44,-0.13,0.16,0.00
363621.00,363620.55,0.41,-0.10,0.48,0.00
363622.00,363621.55,0.11,0.23,0.04,0.00
363623.00,363622.55,-0.04,-0.00,0.06,0.00
363624.00,363623.55,-0.15,0.05,-0.11,0.00
363625.00,363624.55,-0.16,0.04,-0.14,0.00
363626.00,363625.55,-0.07,-0.02,-0.13,0.00
363627.00,363626.55,-0.02,-0.01,-0.02,0.00
363628.00,363627.55,0.02,0.01,-0.01,0.00
363629.00,363628.55,0.06,0.00,0.01,0.00
363630.00,363629.55,0.03,-0.01,0.02,0.00
363631.00,363630.55,0.01,-0.06,0.02,0.00
363632.00,363631.55,-0.01,0.10,0.04,0.00
363633.00,363632.55,0.01,0.01,0.00,0.00
363634.00,363633.55,-0.02,-0.00,-0.00,0.00
363635.00,363634.55,0.00,0.00,-0.01,0.00
363636.00,363635.55,-0.02,-0.05,0.03,0.00
363637.00,363636.55,0.01,0.07,-0.02,0.00
363638.00,363637.55,0.02,-0.01,-0.01,0.00
363639.00,363638.55,0.00,-0.03,0.01,0.00
363640.00,363639.55,-0.01,0.02,-0.02,0.00
363641.00,363640.55,0.03,-0.02,-0.00,0.00
363642.00,363641.55,-0.03,0.01,-0.01,0.00
363643.00,363642.55,0.02,-0.03,0.01,0.00
363644.00,363643.55,-0.03,-0.10,0.05,0.00
363645.00,363644.55,0.00,0.09,-0.04,0.00
363646.00,363645.55,0.00,0.01,-0.01,0.00
363647.00,363646.55,0.01,0.01,-0.02,0.00
363648.00,363647.55,-0.02,-0.05,0.02,0.00
363649.00,363648.55,0.00,0.07,-0.00,0.00
363650.00,363649.55,0.00,-0.01,0.01,0.00
363651.00,363650.55,0.03,0.06,-0.00,0.00
363652.00,363651.55,0.00,0.00,-0.01,0.00
363653.00,363652.55,0.06,0.05,-0.04,0.00
363654.00,363653.55,-0.03,-0.05,0.02,0.00
363655.00,363654.55,-0.01,-0.04,0.03,0.00
363656.00,363655.55,0.01,0.01,-0.05,0.00
363657.00,363656.55,0.06,0.01,-0.01,0.00
363658.00,363657.55,0.08,0.01,-0.01,0.00
363659.00,363658.55,0.05,-0.01,-0.01,0.00
363660.00,363659.55,0.14,0.10,-0.10,0.00
363661.00,363660.55,-0.04,-0.10,0.04,0.00
363662.00,363661.55,0.07,-0.01,-0.01,0.00
363663.00,363662.55,0.03,-0.03,-0.01,0.00
363664.00,363663.55,-0.01,-0.07,0.02,0.00
363665.00,363664.55,0.01,-0.06,0.02,0.00
363666.00,363665.55,-0.02,-0.05,-0.02,0.00
363667.00,363666.55,0.02,-0.03,0.00,0.00
363668.00,363667.55,-0.17,0.36,0.13,0.00
363669.00,363668.55,0.00,-0.05,0.01,0.00
363670.00,363669.55,-0.05,0.07,-0.01,0.00
363671.00,363670.55,-0.00,0.05,-0.03,0.00
363672.00,363671.55,0.01,0.05,-0.04,0.00
363673.00,363672.55,0.03,-0.02,-0.02,0.00
363674.00,363673.55,0.01,-0.03,-0.02,0.00
363675.00,363674.55,0.07,-0.01,-0.02,0.00
363676.00,363675.55,-0.07,-0.13,0.04,0.00
363677.00,363676.55,-0.07,0.21,0.01,0.00
363678.00,363677.55,0.04,0.07,-0.00,0.00
363679.00,363678.55,0.04,-0.02,0.00,0.00
363680.00,363679.55,0.00,-0.02,-0.04,0.00
363681.00,363680.55,-0.01,-0.05,-0.01,0.00
363682.00,363681.55,-0.05,0.10,-0.02,0.00
363683.00,363682.55,0.05,0.04,0.04,0.00
363684.00,363683.55,-0.07,0.10,-0.17,0.00
363685.00,363684.55,-0.37,0.66,-1.12,0.00
363686.00,363685.55,-0.34,0.60,-1.01,0.00
363687.00,363686.55,-0.17,0.35,-0.41,0.00
363688.00,363687.55,-0.15,0.32,-0.34,0.00
363689.00,363688.55,-0.07,0.22,-0.16,0.00
363690.00,363689.55,0.14,-0.17,0.39,0.00
363691.00,363690.55,0.11,-0.14,0.29,0.00
363692.00,363691.55,0.03,-0.02,0.19,0.00
363693.00,363692.55,0.04,-0.10,0.06,0.00
363694.00,363693.55,0.01,-0.02,0.06,0.00
363695.00,363694.55,0.01,-0.04,-0.02,0.00
363696.00,363695.55,0.02,-0.10,-0.11,0.00
363697.00,363696.55,-0.01,0.05,-0.10,0.00
363698.00,363697.55,-0.04,0.05,-0.08,0.00
363699.00,363698.55,-0.03,0.03,-0.06,0.00
363700.00,363699.55,0.02,0.06,-0.03,0.00
363701.00,363700.55,0.00,-0.02,0.01,0.00
363702.00,363701.55,-0.02,-0.04,0.02,0.00
363703.00,363702.55,-0.00,-0.04,0.01,0.00
363704.00,363703.55,0.01,0.12,-0.04,0.00
363705.00,363704.55,-0.07,-0.09,0.04,0.00
363706.00,363705.56,0.04,0.07,-0.01,0.00
363707.00,363706.55,0.01,-0.01,0.00,0.00
363708.00,363707.55,0.01,-0.04,0.03,0.00
363709.00,363708.55,-0.02,0.04,-0.00,0.00
363710.00,363709.55,0.00,-0.02,-0.00,0.00
363711.00,363710.55,0.03,0.05,0.02,0.00
363712.00,363711.55,0.03,-0.01,0.01,0.00
363713.00,363712.55,0.01,-0.03,0.02,0.00
363714.00,363713.55,-0.01,0.08,-0.00,0.00
363715.00,363714.55,0.01,-0.03,0.03,0.00
363716.00,363715.55,0.02,0.00,-0.00,0.00
363717.00,363716.55,-0.00,-0.01,-0.02,0.00
363718.00,363717.55,0.01,-0.02,0.01,0.00
363719.00,363718.55,-0.01,-0.03,-0.01,0.00
363720.00,363719.55,0.03,-0.03,0.02,0.00
363721.00,363720.55,-0.05,0.14,-0.01,0.00
363722.00,363721.56,0.00,-0.03,0.02,0.00
363723.00,363722.55,0.03,-0.02,0.02,0.00
363724.00,363723.55,-0.01,0.05,-0.04,0.00
363725.00,363724.55,0.00,-0.02,0.00,0.00
363726.00,363725.55,-0.03,-0.06,0.02,0.00
363727.00,363726.55,0.02,0.08,-0.01,0.00
363728.00,363727.55,0.00,-0.01,-0.00,0.00
363729.00,363728.55,-0.08,-0.12,0.08,0.00
363730.00,363729.55,0.03,0.08,-0.06,0.00
363731.00,363730.56,0.02,0.02,-0.00,0.00
363732.00,363731.55,-0.04,-0.05,0.00,0.00
363733.00,363732.55,0.02,0.05,0.00,0.00
363734.00,363733.55,0.01,0.01,0.01,0.00
363735.00,363734.55,0.00,-0.04,0.13,0.00
363736.00,363735.55,-0.01,-0.05,0.05,0.00
363737.00,363736.55,-0.01,-0.05,0.06,0.00
363738.00,363737.55,0.11,0.14,0.14,0.00
363739.00,363738.55,0.23,-0.17,0.84,0.00
363740.00,363739.55,0.03,-0.04,0.18,0.00
363741.00,363740.55,0.25,-0.19,0.97,0.00
363742.00,363741.57,0.02,0.00,0.15,0.00
363743.00,363742.55,0.01,0.04,0.16,0.00
363744.00,363743.55,-0.03,0.30,0.32,0.00
363745.00,363744.55,0.14,-0.10,0.57,0.00
363746.00,363745.55,0.01,0.04,0.31,0.00
363747.00,363746.55,-0.06,0.25,0.35,0.00
363748.00,363747.55,-0.16,0.28,0.25,0.00
363749.00,363748.55,-0.06,0.10,0.20,0.00
363750.00,363749.55,-0.21,0.44,0.21,0.00
363751.00,363750.55,-0.24,0.44,0.19,0.00
363752.00,363751.55,-0.18,0.29,0.24,0.00
363753.00,363752.55,-0.30,0.26,0.31,0.00
363754.00,363753.55,0.42,-0.63,-0.47,0.00
363755.00,363754.55,0.11,-0.19,-0.13,0.00
363756.00,363755.55,0.05,-0.11,-0.03,0.00
363757.00,363756.55,-0.02,-0.01,0.01,0.00
363758.00,363757.55,0.10,-0.04,-0.07,0.00
363759.00,363758.55,0.08,0.02,-0.02,0.00
363760.00,363759.55,0.02,-0.02,-0.01,0.00
363761.00,363760.55,0.01,-0.03,-0.00,0.00
363762.00,363761.55,0.09,-0.01,0.03,0.00
363763.00,363762.55,-0.11,0.04,0.02,0.00
363764.00,363763.55,-0.02,-0.05,0.01,0.00
363765.00,363764.55,0.04,-0.02,0.01,0.00
363766.00,363765.55,-0.03,0.06,-0.02,0.00
363767.00,363766.56,-0.05,-0.07,0.02,0.00
363768.00,363767.55,-0.02,0.06,-0.01,0.00
363769.00,363768.55,0.00,-0.02,0.02,0.00
363770.00,363769.55,0.00,0.06,-0.03,0.00
363771.00,363770.55,-0.01,-0.02,0.02,0.00
363772.00,363771.55,-0.01,-0.03,0.03,0.00
363773.00,363772.55,-0.06,-0.06,0.03,0.00
363774.00,363773.55,0.24,0.05,-0.05,0.00
363775.00,363774.55,-0.05,0.01,-0.04,0.00
363776.00,363775.55,0.07,-0.05,0.07,0.00
363777.00,363776.55,0.01,0.01,-0.00,0.00
363778.00,363777.55,-0.00,-0.01,-0.00,0.00
363779.00,363778.55,0.04,0.06,-0.02,0.00
363780.00,363779.55,-0.01,0.00,-0.00,0.00
363781.00,363780.55,0.01,-0.04,-0.02,0.00
363782.00,363781.55,-0.03,0.07,0.02,0.00
363783.00,363782.55,0.01,0.01,-0.01,0.00
363784.00,363783.55,0.01,0.01,-0.02,0.00
363785.00,363784.55,-0.03,-0.06,0.05,0.00
363786.00,363785.56,0.02,0.07,-0.03,0.00
363787.00,363786.55,-0.01,-0.03,0.02,0.00
363788.00,363787.55,-0.03,-0.04,0.02,0.00
363789.00,363788.55,-0.01,-0.02,0.02,0.00
363790.00,363789.55,0.01,-0.00,-0.01,0.00
363791.00,363790.55,0.01,0.07,-0.07,0.00
363792.00,363791.55,0.01,0.02,-0.01,0.00
363793.00,363792.56,-0.00,0.00,0.03,0.00
363794.00,363793.55,0.01,0.01,0.01,0.00
363795.00,363794.55,-0.02,0.01,-0.01,0.00
363796.00,363795.56,-0.03,0.03,-0.05,0.00
363797.00,363796.55,0.03,0.03,0.04,0.00
363798.00,363797.55,0.01,-0.02,-0.01,0.00
363799.00,363798.55,-0.01,-0.03,0.03,0.00
363800.00,363799.55,0.01,-0.02,0.00,0.00
363801.00,363800.55,0.01,-0.00,-0.01,0.00
363802.00,363801.55,0.01,0.02,-0.01,0.00
363803.00,363802.55,0.04,0.11,-0.03,0.00
363804.00,363803.55,0.01,0.04,0.01,0.00
363805.00,363804.55,-0.01,-0.02,0.02,0.00
363806.00,363805.55,-0.02,-0.02,0.01,0.00
363807.00,363806.55,-0.01,-0.01,0.02,0.00
363808.00,363807.55,0.01,-0.00,0.03,0.00
363809.00,363808.55,-0.02,-0.04,-0.04,0.00
363810.00,363809.55,0.01,0.01,-0.01,0.00
363811.00,363810.55,-0.01,0.04,-0.00,0.00
363812.00,363811.55,0.03,0.04,-0.03,0.00
363813.00,363812.55,0.01,-0.00,-0.00,0.00
363814.00,363813.55,-0.00,-0.00,0.01,0.00
363815.00,363814.55,0.00,-0.05,0.00,0.00
363816.00,363815.55,-0.02,-0.03,0.00,0.00
363817.00,363816.55,-0.02,0.03,0.01,0.00
363818.00,363817.55,-0.01,-0.01,0.01,0.00
363819.00,363818.55,0.01,0.01,-0.02,0.00
363820.00,363819.55,-0.01,-0.00,0.01,0.00
363821.00,363820.55,0.02,-0.00,-0.01,0.00
363822.00,363821.55,-0.00,-0.01,0.02,0.00
363823.00,363822.55,0.01,0.02,-0.03,0.00
363824.00,363823.55,0.00,0.00,0.00,0.00
363825.00,363824.55,-0.01,0.03,-0.01,0.00
363826.00,363825.55,-0.01,0.01,0.01,0.00
363827.00,363826.55,-0.01,0.00,0.02,0.00
363828.00,363827.55,-0.00,0.01,0.01,0.00
363829.00,363828.55,-0.03,-0.03,0.05,0.00
363830.00,363829.55,0.04,-0.01,-0.09,0.00
363831.00,363830.55,-0.01,-0.02,0.01,0.00
363832.00,363831.55,0.03,0.01,-0.00,0.00
363833.00,363832.55,-0.02,-0.03,0.03,0.00
363834.00,363833.55,-0.01,0.02,-0.02,0.00
363835.00,363834.55,0.01,0.01,-0.01,0.00
363836.00,363835.55,-0.01,-0.00,0.00,0.00
363837.00,363836.55,0.01,0.02,-0.02,0.00
363838.00,363837.55,0.02,0.03,-0.03,0.00
363839.00,363838.55,-0.02,0.01,0.02,0.00
363840.00,363839.55,0.00,0.01,0.02,0.00
363841.00,363840.55,-0.03,-0.01,0.02,0.00
363842.00,363841.55,-0.02,-0.01,0.02,0.00
363843.00,363842.56,0.02,-0.01,-0.04,0.00
363844.00,363843.55,-0.01,-0.01,0.00,0.00
363845.00,363844.55,-0.02,-0.02,0.01,0.00
363846.00,363845.56,0.01,0.05,-0.00,0.00
363847.00,363846.55,0.01,-0.03,0.02,0.00
363848.00,363847.55,-0.01,-0.02,0.03,0.00
363849.00,363848.55,0.02,0.03,-0.04,0.00
363850.00,363849.55,0.01,0.01,0.00,0.00
363851.00,363850.55,0.02,-0.03,-0.05,0.00
363852.00,363851.55,0.03,-0.02,-0.03,0.00
363853.00,363852.55,-0.03,0.04,0.04,0.00
363854.00,363853.55,-0.04,-0.00,0.04,0.00
363855.00,363854.55,-0.01,-0.00,0.01,0.00
363856.00,363855.55,0.03,0.04,0.00,0.00
363857.00,363856.55,-0.00,0.01,-0.00,0.00
363858.00,363857.55,-0.01,0.01,-0.02,0.00
363859.00,363858.55,0.04,-0.04,-0.03,0.00
363860.00,363859.55,-0.01,-0.00,0.02,0.00
363861.00,363860.55,-0.01,-0.01,0.01,0.00
363862.00,363861.55,-0.02,0.05,-0.00,0.00
363863.00,363862.55,-0.02,0.01,0.01,0.00
363864.00,363863.55,0.03,0.01,-0.03,0.00
363865.00,363864.55,-0.02,0.00,-0.01,0.00
363866.00,363865.55,-0.01,0.07,0.03,0.00
363867.00,363866.55,-0.01,0.00,0.05,0.00
363868.00,363867.55,0.01,0.01,-0.02,0.00
363869.00,363868.55,-0.03,0.00,0.02,0.00
363870.00,363869.55,0.02,-0.03,-0.04,0.00
363871.00,363870.55,0.01,0.01,-0.01,0.00
363872.00,363871.55,-0.01,-0.00,0.01,0.00
363873.00,363872.55,0.00,0.01,0.01,0.00
363874.00,363873.55,-0.02,-0.03,0.04,0.00
363875.00,363874.55,0.01,0.08,-0.03,0.00
363876.00,363875.55,-0.01,0.01,0.02,0.00
363877.00,363876.55,0.04,-0.01,0.09,0.00
363878.00,363877.55,-0.01,-0.03,-0.10,0.00
363879.00,363878.55,0.01,-0.00,0.02,0.00
363880.00,363879.55,0.00,0.03,-0.05,0.00
363881.00,363880.55,-0.00,0.00,-0.00,0.00
363882.00,363881.55,0.00,0.00,0.00,0.00
363883.00,363882.55,-0.04,-0.01,-0.01,0.00
363884.00,363883.55,0.02,-0.00,0.02,0.00
363885.00,363884.55,-0.00,0.00,-0.01,0.00
363886.00,363885.55,-0.01,-0.01,0.02,0.00
363887.00,363886.56,-0.00,-0.02,-0.02,0.00
363888.00,363887.55,0.02,0.00,-0.00,0.00
363889.00,363888.55,-0.02,-0.02,0.01,0.00
363890.00,363889.55,0.00,0.04,-0.00,0.00
363891.00,363890.55,-0.02,-0.01,0.02,0.00
363892.00,363891.55,0.02,0.04,-0.00,0.00
363893.00,363892.56,0.01,0.02,-0.02,0.00
363894.00,363893.55,0.01,-0.03,-0.00,0.00
363895.00,363894.55,0.00,-0.01,0.00,0.00
363896.00,363895.56,0.01,-0.02,0.02,0.00
363897.00,363896.55,-0.02,0.03,0.00,0.00
363898.00,363897.56,0.00,0.01,-0.00,0.00
363899.00,363898.56,0.01,-0.01,0.01,0.00
363900.00,363899.56,-0.01,0.01,-0.04,0.00
363901.00,363900.55,0.01,-0.00,0.00,0.00
363902.00,363901.55,0.01,-0.01,0.01,0.00
363903.00,363902.55,-0.03,0.01,-0.00,0.00
363904.00,363903.55,-0.01,-0.01,-0.01,0.00
363905.00,363904.56,-0.02,-0.03,0.01,0.00
363906.00,363905.55,0.02,0.05,-0.00,0.00
363907.00,363906.55,-0.01,-0.01,0.00,0.00
363908.00,363907.55,0.02,0.03,0.01,0.00
363909.00,363908.55,0.03,0.00,0.02,0.00
363910.00,363909.56,-0.01,0.01,-0.02,0.00
363911.00,363910.55,-0.02,0.01,-0.01,0.00
363912.00,363911.55,0.02,0.01,0.01,0.00
363913.00,363912.55,-0.02,0.00,-0.01,0.00
363914.00,363913.55,0.01,-0.01,0.02,0.00
363915.00,363914.56,-0.03,-0.03,-0.01,0.00
363916.00,363915.55,0.01,0.02,-0.00,0.00
363917.00,363916.56,0.02,-0.00,0.02,0.00
363918.00,363917.55,0.01,0.02,-0.02,0.00
363919.00,363918.56,-0.01,-0.00,-0.00,0.00
363920.00,363919.55,-0.00,-0.00,-0.00,0.00
363921.00,363920.55,-0.01,0.02,-0.01,0.00
363922.00,363921.55,-0.01,-0.01,0.02,0.00
363923.00,363922.55,-0.01,-0.01,0.01,0.00
363924.00,363923.56,0.02,0.01,-0.01,0.00
363925.00,363924.55,0.02,-0.00,0.01,0.00
363926.00,363925.56,-0.02,0.01,-0.01,0.00
363927.00,363926.56,-0.00,-0.01,0.01,0.00
363928.00,363927.56,-0.00,0.03,-0.02,0.00
363929.00,363928.55,0.03,0.01,0.02,0.00
363930.00,363929.56,-0.02,-0.03,-0.01,0.00
363931.00,363930.55,0.00,-0.01,0.00,0.00
363932.00,363931.56,-0.02,0.02,0.00,0.00
363933.00,363932.56,0.01,-0.07,0.02,0.00
363934.00,363933.56,-0.01,-0.05,-0.01,0.00
363935.00,363934.56,0.02,-0.02,-0.02,0.00
363936.00,363935.56,0.02,0.01,-0.02,0.00
363937.00,363936.56,0.02,-0.01,-0.02,0.00
363938.00,363937.55,-0.01,-0.01,0.02,0.00
363939.00,363938.56,0.01,-0.01,-0.01,0.00
363940.00,363939.55,-0.03,-0.03,-0.02,0.00
363941.00,363940.56,0.01,-0.04,-0.00,0.00
363942.00,363941.56,-0.00,0.01,0.01,0.00
363943.00,363942.55,-0.00,0.04,-0.00,0.00
363944.00,363943.56,0.01,0.00,-0.01,0.00
363945.00,363944.56,0.00,-0.01,-0.01,0.00
363946.00,363945.56,-0.02,-0.00,0.03,0.00
363947.00,363946.56,-0.00,-0.02,-0.02,0.00
363948.00,363947.56,0.01,0.02,0.01,0.00
363949.00,363948.56,0.03,-0.01,-0.01,0.00
363950.00,363949.56,-0.01,-0.01,0.00,0.00
363951.00,363950.56,-0.01,0.02,-0.02,0.00
363952.00,363951.56,-0.00,0.01,-0.00,0.00
363953.00,363952.56,-0.01,0.01,0.01,0.00
363954.00,363953.56,-0.01,0.01,-0.00,0.00
363955.00,363954.56,0.01,0.01,0.01,0.00
363956.00,363955.56,-0.01,0.01,0.01,0.00
363957.00,363956.56,0.00,0.01,-0.00,0.00
363958.00,363957.56,0.03,-0.05,-0.04,0.00
363959.00,363958.56,-0.01,-0.00,-0.01,0.00
363960.00,363959.56,0.00,-0.02,-0.00,0.00
363961.00,363960.56,0.01,-0.03,0.00,0.00
363962.00,363961.56,0.02,-0.04,0.04,0.00
363963.00,363962.56,-0.11,0.20,0.06,0.00
363964.00,363963.56,-0.02,0.02,0.03,0.00
363965.00,363964.56,-0.05,0.02,-0.01,0.00
