275677.00,6.35,0.41,-0.02
275678.00,6.50,0.25,-0.10
275679.00,6.48,0.24,0.11
275680.00,6.46,0.25,-0.06
275681.00,6.54,-0.24,-0.12
275682.00,6.34,-0.54,-0.02
275683.00,6.41,-0.75,-0.02
275684.00,6.47,-1.01,0.01
275685.00,6.41,-0.69,0.01
275686.00,6.45,-0.58,-0.00
275687.00,6.49,-0.37,0.00
275688.00,6.35,0.05,-0.03
275689.00,6.44,0.07,0.10
275690.00,6.58,-0.15,-0.04
275691.00,6.41,-0.19,0.07
275692.00,6.52,0.18,-0.00
275693.00,6.55,-0.00,0.05
275694.00,6.32,0.02,0.05
275695.00,6.51,0.11,-0.01
275696.00,6.55,0.19,0.04
275697.00,6.38,0.31,-0.03
275698.00,6.27,0.24,0.03
275699.00,6.07,0.64,0.11
275700.00,5.57,0.29,-0.09
275701.00,5.34,0.25,-0.06
275702.00,5.09,0.29,-0.01
275703.00,4.64,0.45,0.00
275704.00,4.40,0.22,0.03
275705.00,4.25,0.34,-0.10
275706.00,4.01,0.34,0.05
275707.00,4.18,0.62,0.06
275708.00,4.16,0.62,-0.06
275709.00,4.06,0.57,-0.11
275710.00,3.96,0.62,0.04
275711.00,3.94,0.53,0.06
275712.00,3.67,0.38,0.02
275713.00,3.48,0.82,0.03
275714.00,3.27,0.64,0.07
275715.00,3.06,0.96,-0.10
275716.00,3.04,0.45,-0.15
275717.00,3.49,0.26,0.15
275718.00,3.63,0.24,-0.03
275719.00,3.51,0.66,-0.10
275720.00,3.24,0.19,0.13
275721.00,3.11,-0.21,-0.10
275722.00,3.06,-0.92,0.05
275723.00,2.29,-2.29,0.04
275724.00,1.70,-2.90,0.10
275725.00,1.07,-3.11,0.03
275726.00,0.42,-3.33,-0.05
275727.00,-0.11,-3.36,0.01
275728.00,-0.57,-3.40,-0.07
275729.00,-1.74,-3.11,-0.07
275730.00,-2.95,-2.14,-0.01
275731.00,-3.91,-1.12,0.03
275732.00,-4.30,-0.53,-0.06
275733.00,-4.13,-0.71,0.08
275734.00,-4.39,-0.84,-0.01
275735.00,-4.83,-0.54,0.05
275736.00,-4.84,-0.80,-0.02
275737.00,-5.00,-0.79,-0.00
275738.00,-5.26,-0.88,0.03
275739.00,-5.48,-0.61,-0.01
275740.00,-5.57,-0.84,0.04
275741.00,-5.68,-0.59,0.09
275742.00,-5.81,-0.80,-0.11
275743.00,-6.13,-0.73,0.03
275744.00,-6.41,-0.45,0.07
275745.00,-6.35,-0.23,-0.01
275746.00,-6.40,-0.55,-0.03
275747.00,-6.46,-0.40,0.01
275748.00,-6.40,-0.53,-0.11
275749.00,-6.48,-0.21,-0.01
275750.00,-6.52,-0.21,-0.09
275751.00,-6.34,-0.16,0.02
275752.00,-6.52,-0.08,0.05
275753.00,-6.57,-0.04,0.04
275754.00,-6.48,-0.06,-0.12
275755.00,-6.46,-0.06,-0.05
275756.00,-6.57,0.13,0.03
275757.00,-6.40,0.22,0.05
275758.00,-6.50,-0.08,-0.02
275759.00,-6.53,0.14,-0.01
275760.00,-6.36,0.12,-0.00
275761.00,-6.43,0.08,-0.03
275762.00,-6.56,0.03,0.13
275763.00,-6.46,0.02,0.08
275764.00,-6.52,0.05,0.01
275765.00,-6.55,0.34,-0.09
275766.00,-6.39,0.11,-0.11
275767.00,-6.45,0.18,0.01
275768.00,-6.55,-0.04,0.02
275769.00,-6.32,-0.29,0.07
275770.00,-6.46,-0.15,0.07
275771.00,-6.51,0.04,0.06
275772.00,-6.38,0.28,0.08
275773.00,-6.44,0.24,0.09
275774.00,-6.57,0.07,0.05
275775.00,-6.36,0.30,0.07
275776.00,-6.46,0.54,0.06
275777.00,-6.58,0.28,0.07
275778.00,-6.37,0.50,0.07
275779.00,-6.39,0.58,0.10
275780.00,-6.53,0.10,0.07
275781.00,-6.33,0.03,0.04
275782.00,-6.47,-0.40,0.04
275783.00,-6.37,-0.03,0.06
275784.00,-6.54,-0.12,0.05
275785.00,-6.63,0.02,0.03
275786.00,-6.48,-0.22,0.03
275787.00,-6.49,-0.27,0.05
275788.00,-6.62,-0.30,0.03
275789.00,-6.47,-0.17,-0.01
275790.00,-6.49,0.16,-0.03
275791.00,-6.54,0.04,-0.04
275792.00,-6.33,0.11,-0.03
275793.00,-6.50,-0.04,0.01
275794.00,-6.61,-0.47,-0.08
275795.00,-6.34,-0.80,-0.06
275796.00,-6.48,-0.69,-0.05
275797.00,-6.59,-0.41,-0.03
275798.00,-6.43,-0.32,-0.05
275799.00,-6.59,-0.10,-0.05
275800.00,-6.59,0.09,-0.09
275801.00,-6.37,0.24,-0.04
275802.00,-6.47,0.46,-0.05
275803.00,-6.49,0.89,-0.04
275804.00,-6.32,0.92,-0.03
275805.00,-6.07,0.42,-0.02
275806.00,-5.51,0.14,-0.07
275807.00,-4.80,0.10,-0.05
275808.00,-3.70,0.15,-0.02
275809.00,-2.69,-0.02,0.03
275810.00,-2.96,-0.01,-0.12
275811.00,-4.08,0.21,-0.05
275812.00,-4.94,0.36,-0.01
275813.00,-5.19,0.64,-0.12
275814.00,-5.58,0.29,-0.03
275815.00,-5.79,0.39,0.08
275816.00,-5.83,-0.08,-0.15
275817.00,-6.02,-0.22,-0.02
275818.00,-6.16,-0.32,-0.07
275819.00,-6.08,-0.38,0.02
275820.00,-6.27,-0.14,0.03
275821.00,-6.39,-0.19,0.03
275822.00,-6.17,-0.20,-0.05
275823.00,-6.34,-0.39,-0.03
275824.00,-6.45,-0.62,-0.01
275825.00,-6.26,-0.47,0.01
275826.00,-6.41,-0.34,0.07
275827.00,-6.42,-1.02,-0.07
275828.00,-6.26,-0.23,0.06
275829.00,-6.44,-0.38,-0.05
275830.00,-6.55,-0.37,0.01
275831.00,-6.35,-0.55,0.04
275832.00,-6.38,-0.44,0.10
275833.00,-6.52,-0.62,0.04
275834.00,-6.39,-0.53,0.01
275835.00,-6.50,-0.43,0.01
275836.00,-6.53,-0.68,-0.03
275837.00,-6.30,-0.57,0.01
275838.00,-6.42,-0.51,0.01
275839.00,-6.53,-0.67,0.01
275840.00,-6.37,-0.65,0.02
275841.00,-6.54,-0.19,0.08
275842.00,-6.58,-0.41,-0.03
275843.00,-6.33,-0.48,-0.01
275844.00,-6.47,-0.56,-0.02
275845.00,-6.54,-0.30,0.08
275846.00,-6.39,-0.03,-0.01
275847.00,-6.47,-0.08,0.02
275848.00,-6.61,-0.25,-0.02
275849.00,-6.35,-0.73,-0.03
275850.00,-6.44,-0.99,-0.05
275851.00,-6.56,-0.86,0.05
275852.00,-6.38,-0.51,-0.06
275853.00,-6.53,-0.55,-0.06
275854.00,-6.64,-0.52,-0.07
275855.00,-6.42,-0.46,0.03
275856.00,-6.48,-0.57,-0.04
275857.00,-6.54,-0.26,-0.02
275858.00,-6.35,-0.38,-0.01
275859.00,-6.45,-0.46,0.03
275860.00,-6.54,-0.44,-0.02
275861.00,-6.37,-0.31,-0.01
275862.00,-6.44,-0.36,-0.02
275863.00,-6.59,-0.35,-0.22
275864.00,-6.46,-0.42,-0.02
275865.00,-6.48,-0.52,0.05
275866.00,-6.56,-0.47,0.12
275867.00,-6.37,-0.47,-0.02
275868.00,-6.45,-0.49,0.01
275869.00,-6.45,-0.77,0.02
275870.00,-6.37,-0.63,0.03
275871.00,-6.43,-0.33,0.01
275872.00,-6.53,-0.30,-0.00
275873.00,-6.37,-0.28,0.02
275874.00,-6.45,-0.26,0.04
275875.00,-6.50,0.07,0.06
275876.00,-6.16,0.97,0.15
275877.00,-6.03,2.11,0.13
275878.00,-5.40,3.49,0.14
275879.00,-4.39,4.46,0.10
275880.00,-3.53,5.40,0.03
275881.00,-2.90,5.90,0.02
275882.00,-2.22,6.05,0.03
275883.00,-2.10,6.21,0.01
275884.00,-1.87,6.34,-0.00
275885.00,-1.85,6.19,0.02
275886.00,-2.55,5.92,-0.04
275887.00,-2.21,6.13,-0.04
275888.00,-1.87,6.17,-0.03
275889.00,-2.06,6.31,-0.01
275890.00,-1.81,6.13,0.02
275891.00,-1.89,6.25,0.04
275892.00,-2.05,6.27,0.02
275893.00,-2.15,5.99,0.04
275894.00,-2.26,6.06,0.01
275895.00,-2.29,6.13,0.01
275896.00,-2.48,5.84,-0.00
275897.00,-2.43,6.03,0.02
275898.00,-2.06,6.27,0.02
275899.00,-1.58,6.18,0.06
275900.00,-1.90,6.18,-0.01
275901.00,-1.99,6.25,0.02
275902.00,-1.67,6.21,0.02
275903.00,-1.82,6.23,0.07
275904.00,-1.53,6.39,-0.02
275905.00,-1.49,6.20,-0.01
275906.00,-1.52,6.28,-0.02
275907.00,-1.12,6.50,-0.05
275908.00,0.03,6.40,-0.01
275909.00,-0.11,6.50,-0.07
275910.00,0.17,6.56,0.01
275911.00,0.01,6.41,-0.06
275912.00,-0.21,6.38,0.00
275913.00,-0.53,6.14,0.05
275914.00,-0.41,5.69,-0.09
275915.00,-0.25,5.58,-0.01
275916.00,-0.21,5.75,-0.02
275917.00,-0.23,5.46,0.02
275918.00,-0.33,5.72,-0.05
275919.00,0.13,6.01,0.00
275920.00,0.26,5.98,-0.10
275921.00,0.60,6.09,-0.03
275922.00,0.62,6.25,0.00
275923.00,0.71,6.17,-0.04
275924.00,0.86,6.28,-0.01
275925.00,0.64,6.44,-0.05
275926.00,0.19,6.28,-0.06
275927.00,0.04,6.42,-0.04
275928.00,0.30,6.53,-0.01
275929.00,1.15,6.21,0.02
275930.00,1.38,6.28,0.01
275931.00,1.55,6.31,-0.05
275932.00,1.69,6.07,0.05
275933.00,1.59,6.26,-0.02
275934.00,1.30,6.42,-0.02
275935.00,1.24,6.24,0.02
275936.00,1.66,6.24,0.04
275937.00,1.98,6.23,0.01
275938.00,2.10,6.01,0.01
275939.00,2.48,6.00,0.03
275940.00,2.53,6.05,0.01
275941.00,2.63,5.76,0.01
275942.00,2.78,5.80,0.05
275943.00,3.01,5.83,0.04
275944.00,2.95,5.72,-0.04
275945.00,2.67,5.96,0.03
275946.00,2.72,6.00,0.03
275947.00,2.28,6.05,-0.09
275948.00,2.35,6.08,-0.08
275949.00,1.82,6.30,0.01
275950.00,1.56,6.17,-0.01
275951.00,1.25,6.36,-0.09
275952.00,1.55,6.34,-0.06
275953.00,1.91,6.12,0.02
275954.00,2.28,6.09,-0.00
275955.00,1.71,6.35,-0.08
275956.00,1.73,6.15,0.00
275957.00,1.83,6.31,-0.02
275958.00,2.07,6.26,0.07
275959.00,2.28,5.92,-0.01
275960.00,2.38,5.97,0.09
275961.00,2.47,6.00,0.13
275962.00,2.21,5.93,-0.07
275963.00,2.25,6.04,0.07
275964.00,2.40,6.11,0.04
275965.00,2.32,5.96,0.02
275966.00,2.00,6.23,0.06
275967.00,1.90,6.29,0.04
275968.00,2.06,6.05,-0.02
275969.00,1.98,6.22,0.05
275970.00,2.10,6.23,0.04
275971.00,2.17,6.00,-0.00
275972.00,2.56,5.98,-0.02
275973.00,2.21,6.17,0.01
275974.00,2.33,5.99,0.02
275975.00,2.45,6.06,-0.03
275976.00,2.69,6.04,0.02
275977.00,2.56,5.84,-0.08
275978.00,2.60,6.00,-0.05
275979.00,2.40,6.19,-0.01
275980.00,2.32,5.99,-0.03
275981.00,2.33,6.06,-0.03
275982.00,2.43,6.10,-0.04
275983.00,2.19,6.00,-0.01
275984.00,2.20,6.13,-0.03
275985.00,2.42,6.13,-0.06
275986.00,2.21,5.95,-0.03
275987.00,2.36,6.04,-0.02
275988.00,2.31,6.21,-0.02
275989.00,2.21,6.04,-0.03
275990.00,2.60,5.98,-0.02
275991.00,2.39,6.14,-0.03
275992.00,2.00,6.01,0.00
275993.00,1.70,6.16,-0.01
275994.00,1.93,6.21,-0.02
275995.00,2.37,5.88,-0.02
275996.00,2.64,6.00,0.05
275997.00,2.26,5.97,0.01
275998.00,2.12,6.19,0.04
275999.00,2.12,6.25,0.04
276000.00,2.11,6.06,0.03
276001.00,1.99,6.11,0.08
276002.00,1.43,5.85,0.06
276003.00,0.36,5.12,0.02
276004.00,-0.79,4.59,-0.02
276005.00,-1.20,4.07,-0.03
276006.00,-1.73,3.24,-0.01
276007.00,-2.53,1.53,-0.02
276008.00,-2.57,-0.01,0.03
276009.00,-2.57,-0.17,0.01
276010.00,-3.68,-0.28,0.03
276011.00,-4.25,0.20,0.03
276012.00,-4.32,0.50,0.06
276013.00,-4.19,-0.05,0.06
276014.00,-4.38,0.10,0.03
276015.00,-4.29,-0.09,0.05
276016.00,-4.40,0.47,0.11
276017.00,-4.40,0.25,0.25
276018.00,-4.24,0.21,0.22
276019.00,-4.22,-0.18,-0.09
276020.00,-4.28,0.14,0.06
276021.00,-4.25,0.28,0.02
276022.00,-4.33,-0.15,0.07
276023.00,-4.49,-0.11,-0.10
276024.00,-4.45,-0.03,0.09
276025.00,-4.52,0.28,0.07
276026.00,-4.66,0.36,-0.01
276027.00,-4.55,0.14,0.23
276028.00,-4.49,0.44,0.04
276029.00,-4.36,0.16,0.15
276030.00,-4.22,0.17,0.06
276031.00,-4.32,0.49,-0.04
276032.00,-4.55,0.19,0.01
276033.00,-4.26,-0.16,0.07
276034.00,-4.00,-0.35,-0.02
276035.00,-3.85,0.19,0.00
276036.00,-3.55,0.04,-0.09
276037.00,-3.43,0.15,-0.02
276038.00,-3.34,0.41,0.02
276039.00,-3.20,-0.02,-0.02
276040.00,-3.34,0.15,0.06
276041.00,-3.59,0.36,0.02
276042.00,-3.56,0.05,-0.04
276043.00,-3.61,0.29,-0.04
276044.00,-3.65,0.39,0.00
276045.00,-3.43,0.17,-0.03
276046.00,-3.32,-0.15,-0.03
276047.00,-3.20,-0.39,-0.12
276048.00,-3.20,0.22,-0.06
276049.00,-3.19,-0.40,-0.10
276050.00,-2.99,-1.22,-0.12
276051.00,-2.86,-1.84,-0.02
276052.00,-3.19,-2.36,-0.11
276053.00,-2.23,-3.22,-0.00
276054.00,-1.76,-3.47,-0.03
276055.00,-1.78,-3.76,-0.03
276056.00,-1.31,-3.87,0.00
276057.00,-0.65,-4.13,-0.04
276058.00,-0.97,-4.26,-0.02
276059.00,-1.44,-4.20,-0.01
276060.00,-1.63,-4.18,0.01
276061.00,-2.11,-4.15,-0.05
276062.00,-2.41,-4.04,0.05
276063.00,-2.23,-4.31,0.00
276064.00,-1.63,-4.75,-0.08
276065.00,-1.20,-4.82,-0.01
276066.00,-1.66,-4.93,0.09
276067.00,-1.74,-5.05,0.09
276068.00,-1.84,-4.95,0.03
276069.00,-1.95,-4.98,0.03
276070.00,-2.26,-4.91,-0.05
276071.00,-2.10,-4.88,0.04
276072.00,-1.85,-4.98,-0.04
276073.00,-2.24,-4.83,0.05
276074.00,-2.14,-4.81,0.11
276075.00,-2.48,-4.72,-0.00
276076.00,-2.49,-4.85,0.00
276077.00,-2.16,-4.80,-0.01
276078.00,-2.18,-4.87,0.05
276079.00,-2.07,-4.98,-0.00
276080.00,-1.75,-5.03,-0.09
276081.00,-1.60,-5.10,0.08
276082.00,-1.77,-5.13,0.03
276083.00,-1.89,-4.95,-0.00
276084.00,-2.41,-4.92,-0.08
276085.00,-2.45,-4.87,0.07
276086.00,-1.62,-4.98,-0.06
276087.00,-2.03,-4.97,-0.00
276088.00,-2.42,-4.91,0.01
276089.00,-2.31,-4.87,-0.01
276090.00,-2.16,-5.06,-0.07
276091.00,-1.91,-5.17,-0.07
276092.00,-2.01,-4.95,-0.04
276093.00,-1.97,-5.11,-0.00
276094.00,-2.13,-5.12,0.00
276095.00,-1.79,-5.03,-0.04
276096.00,-2.04,-5.00,-0.02
276097.00,-2.20,-4.97,-0.03
276098.00,-2.54,-4.68,-0.01
276099.00,-2.42,-4.94,0.05
276100.00,-1.46,-5.12,-0.05
276101.00,-1.87,-5.10,0.01
276102.00,-1.98,-5.06,-0.02
276103.00,-2.48,-4.78,0.01
276104.00,-2.64,-4.91,0.03
276105.00,-2.10,-5.15,0.07
276106.00,-1.99,-4.96,0.00
276107.00,-2.04,-5.04,0.02
276108.00,-2.27,-5.02,-0.01
276109.00,-2.39,-4.73,-0.03
276110.00,-2.25,-4.77,0.09
276111.00,-1.93,-4.98,0.01
276112.00,-1.56,-4.92,-0.05
276113.00,-1.75,-4.94,-0.02
276114.00,-1.87,-5.00,0.04
276115.00,-1.69,-4.86,-0.06
276116.00,-2.03,-4.77,0.14
276117.00,-1.90,-4.63,0.03
276118.00,-2.11,-4.21,0.02
276119.00,-2.30,-4.07,0.03
276120.00,-1.76,-4.34,-0.01
276121.00,-1.82,-4.09,0.08
276122.00,-1.90,-4.15,0.05
276123.00,-2.40,-3.94,-0.03
276124.00,-2.67,-3.78,-0.02
276125.00,-2.29,-4.16,0.02
276126.00,-1.69,-4.46,-0.01
276127.00,-1.09,-4.56,-0.02
276128.00,-0.96,-4.71,-0.10
276129.00,-1.81,-4.87,0.01
276130.00,-2.24,-4.71,0.09
276131.00,-2.45,-4.71,-0.10
276132.00,-2.42,-4.69,-0.11
276133.00,-2.45,-4.44,-0.02
276134.00,-2.13,-4.84,-0.00
276135.00,-2.62,-4.57,-0.01
276136.00,-2.05,-4.86,-0.04
276137.00,-1.91,-5.16,-0.02
276138.00,-1.43,-5.44,0.01
276139.00,-1.86,-5.07,0.03
276140.00,-1.91,-5.14,-0.03
276141.00,-1.72,-5.26,-0.07
276142.00,-1.11,-5.21,-0.03
276143.00,-1.11,-5.38,-0.08
276144.00,-1.39,-5.52,0.05
276145.00,-1.35,-5.43,-0.02
276146.00,-1.11,-5.46,-0.01
276147.00,-1.15,-5.47,0.00
276148.00,-1.21,-5.34,-0.02
276149.00,-1.08,-5.42,-0.03
276150.00,-0.07,-5.52,0.00
276151.00,0.07,-5.29,-0.02
276152.00,-0.18,-5.42,0.04
276153.00,-0.00,-5.50,0.05
276154.00,-0.18,-5.53,-0.01
276155.00,0.33,-5.53,-0.02
276156.00,0.26,-5.30,0.02
276157.00,0.19,-5.46,0.01
276158.00,0.38,-5.62,0.04
276159.00,0.43,-5.42,0.03
276160.00,0.57,-5.45,0.06
276161.00,0.83,-5.47,0.04
276162.00,0.70,-5.40,0.05
276163.00,0.87,-5.67,0.02
276164.00,1.24,-5.73,0.02
276165.00,1.51,-5.51,0.06
276166.00,1.68,-5.55,-0.01
276167.00,1.57,-6.06,-0.20
276168.00,1.67,-6.03,-0.06
276169.00,2.23,-6.03,0.20
276170.00,2.35,-6.08,-0.02
276171.00,3.05,-5.55,-0.14
276172.00,2.88,-5.78,0.07
276173.00,2.62,-6.00,-0.09
276174.00,2.68,-5.77,0.11
276175.00,2.90,-5.83,-0.08
276176.00,2.77,-5.99,0.07
276177.00,2.56,-5.89,-0.14
276178.00,2.84,-5.84,-0.01
276179.00,3.18,-5.73,-0.02
276180.00,3.06,-5.58,-0.02
276181.00,3.01,-5.76,0.01
276182.00,3.04,-5.81,-0.02
276183.00,2.64,-5.80,-0.02
276184.00,3.07,-5.69,-0.00
276185.00,3.22,-5.76,0.07
276186.00,3.18,-5.61,-0.09
276187.00,3.01,-5.69,-0.06
276188.00,2.94,-5.77,0.02
276189.00,2.68,-5.74,0.17
276190.00,2.93,-5.79,0.02
276191.00,3.03,-5.85,0.00
276192.00,2.72,-5.75,0.04
276193.00,2.63,-5.79,0.00
276194.00,2.64,-5.56,0.10
276195.00,2.53,-5.20,-0.00
276196.00,2.60,-4.95,0.01
276197.00,1.98,-4.57,0.09
276198.00,0.82,-4.03,-0.01
276199.00,-0.91,-3.84,-0.01
276200.00,-1.72,-3.65,0.14
276201.00,-2.26,-1.75,-0.03
276202.00,-3.01,-1.05,-0.11
276203.00,-3.23,-2.55,-0.03
276204.00,-1.17,-3.17,0.10
276205.00,-0.91,-2.93,-0.08
276206.00,-1.08,-2.62,0.15
276207.00,-1.55,-1.88,-0.04
276208.00,-1.91,-1.20,-0.02
