 8679.197,-4641.721, 7388.305
 6344.604,11370.848, 6838.988
 7855.222, 9640.501,35705.560
 8047.483, 2114.867,20764.156
 6784.056,-3131.104, 8157.348
 5300.903,-15847.776, 4724.122
 5053.709,-18978.880, 5685.422
 6784.056,-19885.248,-5932.616
 5822.752,-8761.594, 2224.732
 4861.451,-2499.390, 8871.458
 4531.860, 1510.621, 9997.556
 5410.764, 6976.318,10409.544
 5191.038, 4504.392,11453.245
 3625.488,  109.865, 8047.483
 5245.970,-4037.476, 8816.526
 4669.189, -466.920, 6866.453
 3021.239, 3460.694, 8541.868
 1785.280, 5767.823,21505.734
 1263.427, 2828.977, 7031.250
  851.440, -741.578, 4092.408
-1620.482,-1153.566, 8102.416
-2197.264,-1016.237, 6948.850
-2169.799,  384.523, 7717.892
-2059.934,-4394.531, 6427.001
-1757.812,-11260.984, 4833.983
 -604.249,-15078.733, 6948.850
 -137.329,-23181.149, 7855.222
-1620.482,-4614.257, -906.372
-2362.061, 6152.342, 9613.037
-3323.365,11755.368,19747.922
-2856.445,-2114.867,17687.984
   54.932,-7608.031, 9722.898
   54.932,-14721.678, 9475.708
 -961.304,-20571.894,11508.178
 -164.794,-28866.571,11343.380
  631.714,-30981.438, 5163.574
 1181.030,-22302.241,-2938.842
  -54.932,-7415.770, 6701.659
-3048.707, 4257.202, 9036.252
-4367.063,15545.650,10464.476
-4339.598, 8926.391,26477.046
-2334.593, -137.329,19995.113
-3570.556,-7965.086, 7910.154
-2142.335,-16094.966,-3955.079
-2911.378,-22164.912,-1620.482
-4367.063,-14447.020,-12222.288
-4339.598,-5657.958, 8926.391
-4339.598,-5657.958, 8926.391
-4312.134,  961.304, 6729.124
-4888.915,12496.946,13787.838
-5630.494, 9420.775,11700.436
-4724.122, -219.726,10821.532
-1950.073,-8157.348, 7031.250
-1510.621,-11370.848, 6646.727
 -851.440,-10903.928, 8898.923
-2471.922,-12442.014, 8212.277
-3433.226,-7333.373, 4971.312
-3186.036, 2856.445, 3900.146
-3817.750,11508.178, 4559.324
-3680.420,20050.045, 5163.574
-3982.543,28674.310, 4724.122
-5932.616,33398.431, 6427.001
-3927.611,15765.379,25543.206
-6317.136, 9118.649,12854.002
-6619.262,-5026.244, 4229.737
-3927.611,-16259.764,-11810.300
-5081.177,-21560.663,-3295.897
-5273.435,-13897.703,-6399.536
-6454.465, 6591.794, 4888.915
-5712.890,22686.764, 2444.458
-6015.013,28756.706,14089.964
-5493.164,16479.490,20434.565
-1565.550, 7635.496, 9613.037
-2554.322,-4724.122, 1785.280
-2554.322,-15710.447,-6317.136
-4037.476,-21588.131,-6921.385
-2087.402,-13925.167,-2801.513
-2526.854, 1950.073, 5767.823
-6317.136,17935.178, 3158.568
-6866.453,27108.760, 4394.531
-4696.654,12387.082,20214.839
-4202.269, 8212.277,14447.020
-5108.641,  714.110, 5493.164
-5548.093,-10079.953,  988.769
-5053.709,-22494.503, -961.304
-4531.860,-29443.352,-1510.621
-4531.860,-30184.931,-8926.391
-2856.445,-23730.466,  466.920
-3515.623,-17468.258, -933.836
-3652.952,-8651.732,-2362.061
-4229.737,-4202.269, 2554.322
-4119.872,-2252.196, 3625.488
-1620.482,-8871.458,12387.082
-1071.166,-12826.537, 4284.666
-2416.993,-17550.655, 1895.141
-4833.983,-23867.791, 2691.652
-4449.463,-25735.468, 1593.018
-4614.257,-19281.002,-4064.940
-6207.275,-7855.222,-3323.365
-6207.275,-7855.222,-3323.365
-5136.106, 5108.641,10876.464
-6564.330,10546.873, 3103.636
-7278.440,13623.044, 7141.111
-8569.336, 2774.048,21533.198
-9310.910,-8267.209, 9613.037
-11151.122,-26449.578,  411.988
-9805.295,-34579.462,-21066.278
-9997.556,-30706.780,-27713.005
-11920.165,-4394.531, 5850.220
-13073.728,  329.591, 4504.392
-15380.856,24636.834, 5026.244
-13870.235,15875.240,41445.914
-12799.069,  961.304,26422.114
-12167.356,-2362.061, 8074.951
-11892.697,-11508.178,-7937.622
-13568.112,-21752.924, 4833.983
-15490.721,-18786.618,-9558.104
-14749.142,-8129.880, 6262.207
-14584.349, 6097.410, 8486.935
-18814.082,16534.422, 9585.569
-20874.020,17440.794,10107.421
-21203.608,11810.300,12579.343
-21862.789, 8349.606, 8953.855
-25790.400, 3598.020, 7745.360
-24581.905,-2993.774, 4998.780
-24664.302,-4833.983, 2471.922
-24142.450,-6179.807,-1290.892
-27273.553,-1373.292, 3460.694
-26614.375, 7141.111, 2911.378
-26724.236,15051.265, 2609.251
-26531.978,20874.020, 3268.433
-26065.058,10354.612, 7855.222
-25762.936,-4861.451, 4943.848
-24664.302,-8898.923,  384.523
-23620.601,-11013.793,-2691.652
-26339.717,-19116.205,  906.372
-26998.895,-19528.193,-2169.799
-26174.920,-10409.544,-11370.848
-26257.320,  933.836,-9530.636
-26367.181,14144.893, 1181.030
-27548.212,21066.278,-8349.606
-27795.406,30322.260,-9915.160
-30789.176,33892.816, 5603.026
-29196.162,22109.980,-1235.963
-28756.706,10656.734,-12991.331
-30349.724, 1400.756,-16589.351
-29663.078,-3158.568,-22192.376
-28015.132,-8239.745,-22137.448
-25900.265,-3378.294,-26257.320
-25900.265,-3378.294,-26257.320
-25296.016, 8981.320,-17852.778
-26724.236,18154.904,-16671.751
-25378.412,16314.692,-7031.250
-20956.417,-2828.977,-10327.147
